season,team,avg_epa,avg_epa_allowed,power_signal
2025,IND,0.1685514599084854,-0.05574820190668106,0.22429966181516647
2025,DET,0.12839430570602417,-0.057323649525642395,0.18571795523166656
2025,HOU,0.014451012015342712,-0.14772608876228333,0.16217710077762604
2025,SEA,0.08536035567522049,-0.031281936913728714,0.1166422925889492
2025,WAS,0.10933377593755722,0.008171136491000652,0.10116263944655657
2025,BUF,0.15206369757652283,0.05846827104687691,0.09359542652964592
2025,DEN,0.04166817665100098,-0.04952986165881157,0.09119803830981255
2025,GB,0.09855341166257858,0.008225206285715103,0.09032820537686348
2025,JAX,0.029576776549220085,-0.04351043701171875,0.07308721356093884
2025,NE,0.0625627413392067,0.0019097666954621673,0.06065297464374453
2025,MIN,-0.043123938143253326,-0.09557875245809555,0.052454814314842224
2025,KC,0.10158240050077438,0.050127480179071426,0.05145492032170296
2025,PHI,0.018260560929775238,-0.019512202590703964,0.0377727635204792
2025,LA,0.01841522939503193,-0.01858994923532009,0.03700517863035202
2025,SF,0.01184337679296732,-0.023008281365036964,0.034851658158004284
2025,ARI,-0.005166948307305574,-0.018581831827759743,0.013414883520454168
2025,TB,0.03251408785581589,0.02529238909482956,0.007221698760986328
2025,PIT,0.042495835572481155,0.03906404972076416,0.0034317858517169952
2025,,0.0,0.0,0.0
2025,LAC,-0.01784646511077881,-0.013883733190596104,-0.003962731920182705
2025,DAL,0.15035566687583923,0.1643752157688141,-0.014019548892974854
2025,ATL,-0.03265061974525452,-0.0037521428894251585,-0.028898476855829358
2025,CAR,-0.021965662017464638,0.01326166931539774,-0.03522733133286238
2025,CHI,-0.036213673651218414,0.02271159738302231,-0.05892527103424072
2025,BAL,0.0705893263220787,0.14945296943187714,-0.07886364310979843
2025,NYG,-0.054089054465293884,0.04506997764110565,-0.09915903210639954
2025,MIA,0.06617533415555954,0.16840305924415588,-0.10222772508859634
2025,NO,-0.10232602059841156,0.015336736105382442,-0.117662756703794
2025,NYJ,0.0107142124325037,0.1472349762916565,-0.1365207638591528
2025,CLE,-0.15988774597644806,-0.02004733309149742,-0.13984041288495064
2025,LV,-0.11581771075725555,0.045547500252723694,-0.16136521100997925
2025,TEN,-0.1345953643321991,0.060245949774980545,-0.19484131410717964
2025,CIN,-0.1290176659822464,0.07659084349870682,-0.20560850948095322
