game_id,home_team,home_offense_epa,home_success_rate,home_explosive_rate,home_yards,home_plays,away_team,away_offense_epa,away_success_rate,away_explosive_rate,away_yards,away_plays,home_def_allowed,away_def_allowed,home_power_signal,away_power_signal
2024_01_ARI_BUF,BUF,0.1913574304,0.6049382716049383,0.037037037037037035,352.0,81,ARI,0.14116282585526313,0.4473684210526316,0.05263157894736842,272.0,76,-0.0036,0.0497,0.1949574304,0.09146282585526314
2024_01_BAL_KC,KC,0.12418381439285715,0.4714285714285714,0.08571428571428572,353.0,70,BAL,0.02079585231368421,0.5520833333333334,0.020833333333333332,452.0,96,-0.0004,0.0085,0.12458381439285715,0.01229585231368421
2024_01_CAR_NO,NO,0.19670652832098764,0.49382716049382713,0.024691358024691357,379.0,81,CAR,-0.3748216583076923,0.379746835443038,0.02531645569620253,193.0,79,0.0064,0.1214,0.19030652832098766,-0.4962216583076923
2024_01_DAL_CLE,CLE,-0.24428347876224488,0.29591836734693877,0.02040816326530612,230.0,98,DAL,-0.03779790696904762,0.4117647058823529,0.023529411764705882,265.0,85,-0.0112,0.0511,-0.2330834787622449,-0.08889790696904762
2024_01_DEN_SEA,SEA,-0.04761457470282354,0.46511627906976744,0.03488372093023256,304.0,86,DEN,-0.13299543320430107,0.3763440860215054,0.021505376344086023,231.0,93,-0.0103,-0.0725,-0.03731457470282354,-0.06049543320430108
2024_01_GB_PHI,PHI,0.10358545975789474,0.5263157894736842,0.05263157894736842,410.0,95,GB,0.09159695129058823,0.46511627906976744,0.08139534883720931,414.0,86,-0.0579,-0.0395,0.16148545975789474,0.13109695129058824
2024_01_HOU_IND,IND,0.09467651899999997,0.5423728813559322,0.05084745762711865,303.0,59,HOU,0.12762076282291665,0.5051546391752577,0.020618556701030927,417.0,97,0.0086,-0.0165,0.08607651899999998,0.14412076282291664
2024_01_JAX_MIA,MIA,-0.0062852177999999925,0.43023255813953487,0.05813953488372093,400.0,86,JAX,-0.041752079208333334,0.4305555555555556,0.06944444444444445,267.0,72,-0.0025,0.0982,-0.0037852177999999925,-0.13995207920833333
2024_01_LA_DET,DET,0.0933521207179487,0.5443037974683544,0.05063291139240506,363.0,79,LA,0.052882054451612905,0.4946236559139785,0.043010752688172046,387.0,93,-0.0383,0.0357,0.13165212071794868,0.017182054451612902
2024_01_LV_LAC,LAC,-0.124751465012987,0.358974358974359,0.038461538461538464,316.0,78,LV,-0.312494444,0.3918918918918919,0.05405405405405406,296.0,74,-0.051,-0.001,-0.07375146501298702,-0.311494444
2024_01_MIN_NYG,NYG,-0.23459869600000002,0.38202247191011235,0.02247191011235955,240.0,89,MIN,0.0943946357014925,0.45588235294117646,0.04411764705882353,312.0,68,0.0404,-0.0727,-0.27499869600000004,0.1670946357014925
2024_01_NE_CIN,CIN,-0.038404724967213116,0.4918032786885246,0.01639344262295082,224.0,61,NE,0.07777722860493827,0.4878048780487805,0.0,290.0,82,0.056,0.0504,-0.09440472496721311,0.02737722860493827
2024_01_NYJ_SF,SF,0.1739016436590909,0.4943820224719101,0.056179775280898875,401.0,89,NYJ,-0.0026216840781249917,0.484375,0.03125,266.0,64,0.0645,0.0485,0.10940164365909089,-0.05112168407812499
2024_01_PIT_ATL,ATL,-0.2430108898985507,0.4714285714285714,0.014285714285714285,226.0,70,PIT,-0.04055572597023809,0.42857142857142855,0.03571428571428571,270.0,84,0.0439,-0.0251,-0.28691088989855074,-0.015455725970238091
2024_01_TEN_CHI,CHI,-0.20120011197333335,0.40789473684210525,0.013157894736842105,150.0,76,TEN,-0.278282921939759,0.39759036144578314,0.03614457831325301,244.0,83,0.0111,0.0378,-0.21230011197333334,-0.316082921939759
2024_01_WAS_TB,TB,0.272952059691358,0.5487804878048781,0.06097560975609756,392.0,82,WAS,0.05166515472972972,0.5,0.02702702702702703,299.0,74,0.0043,0.0409,0.26865205969135797,0.01076515472972972
2024_02_ATL_PHI,PHI,0.08863136465116281,0.47674418604651164,0.011627906976744186,367.0,86,ATL,0.1395598742712329,0.5,0.04054054054054054,385.0,74,-0.0579,0.0439,0.14653136465116282,0.0956598742712329
2024_02_BUF_MIA,MIA,-0.23552500553932587,0.47191011235955055,0.011235955056179775,351.0,89,BUF,0.11331510476,0.4098360655737705,0.04918032786885246,247.0,61,-0.0025,-0.0036,-0.23302500553932587,0.11691510476
2024_02_CHI_HOU,HOU,-0.061328041559756095,0.3855421686746988,0.03614457831325301,310.0,83,CHI,-0.12987167899222224,0.4,0.022222222222222223,205.0,90,-0.0165,0.0111,-0.044828041559756095,-0.14097167899222224
2024_02_CIN_KC,KC,-0.006213198076923076,0.5316455696202531,0.012658227848101266,286.0,79,CIN,0.05493209825925926,0.5185185185185185,0.024691358024691357,320.0,81,-0.0004,0.056,-0.005813198076923076,-0.0010679017407407426
2024_02_CLE_JAX,JAX,-0.034532085891891905,0.4533333333333333,0.09333333333333334,323.0,75,CLE,0.04787104152613637,0.4431818181818182,0.045454545454545456,297.0,88,0.0982,-0.0112,-0.1327320858918919,0.05907104152613637
2024_02_IND_GB,GB,0.0009397647457831313,0.39285714285714285,0.03571428571428571,383.0,84,IND,-0.09798983520289854,0.463768115942029,0.057971014492753624,338.0,69,-0.0395,0.0086,0.04043976474578313,-0.10658983520289854
2024_02_LAC_CAR,CAR,-0.38327795972307693,0.3076923076923077,0.015384615384615385,159.0,65,LAC,0.054921266394737524,0.5061728395061729,0.024691358024691357,349.0,81,0.1214,-0.051,-0.5046779597230769,0.10592126639473752
2024_02_LA_ARI,ARI,0.32165229179125,0.5875,0.1,489.0,80,LA,-0.1442365228787879,0.5223880597014925,0.05970149253731343,245.0,67,0.0497,0.0357,0.27195229179124997,-0.17993652287878792
2024_02_LV_BAL,BAL,-0.03451302867954546,0.449438202247191,0.02247191011235955,358.0,89,LV,0.030142023444303803,0.4936708860759494,0.06329113924050633,260.0,79,0.0085,-0.001,-0.04301302867954546,0.031142023444303803
2024_02_NO_DAL,DAL,-0.07417539729885057,0.45977011494252873,0.022988505747126436,353.0,87,NO,0.33751637069444446,0.589041095890411,0.0410958904109589,432.0,73,0.0511,0.0064,-0.12527539729885057,0.33111637069444444
2024_02_NYG_WAS,WAS,0.13286123575280898,0.4666666666666667,0.06666666666666667,425.0,90,NYG,0.08985503033823529,0.45588235294117646,0.058823529411764705,304.0,68,0.0409,0.0404,0.09196123575280898,0.04945503033823529
2024_02_NYJ_TEN,TEN,-0.066402313152625,0.4625,0.0375,300.0,80,NYJ,0.08654835197297298,0.4533333333333333,0.05333333333333334,265.0,75,0.0378,0.0485,-0.104202313152625,0.038048351972972974
2024_02_PIT_DEN,DEN,-0.11996677541842106,0.44155844155844154,0.05194805194805195,295.0,77,PIT,-0.009450879485365842,0.3780487804878049,0.0,251.0,82,-0.0725,-0.0251,-0.047466775418421064,0.015649120514634157
2024_02_SEA_NE,NE,0.026519919925581406,0.4827586206896552,0.022988505747126436,310.0,87,SEA,0.06128624470114942,0.5287356321839081,0.022988505747126436,358.0,87,0.0504,-0.0103,-0.023880080074418594,0.07158624470114942
2024_02_SF_MIN,MIN,-0.05351654880882354,0.5217391304347826,0.043478260869565216,403.0,69,SF,-0.13305676289411764,0.49411764705882355,0.07058823529411765,396.0,85,-0.0727,0.0645,0.01918345119117646,-0.19755676289411764
2024_02_TB_DET,DET,-0.08158046306,0.45,0.04,463.0,100,TB,-0.018734452142857135,0.453125,0.03125,216.0,64,-0.0383,0.0043,-0.043280463059999996,-0.023034452142857133
2024_03_BAL_DAL,DAL,0.0628907809072165,0.41237113402061853,0.061855670103092786,412.0,97,BAL,0.12525459522222224,0.4634146341463415,0.06097560975609756,456.0,82,0.0511,0.0085,0.011790780907216504,0.11675459522222223
2024_03_CAR_LV,LV,-0.07549658503749998,0.525,0.0375,333.0,80,CAR,0.1631977043673913,0.5161290322580645,0.06451612903225806,437.0,93,-0.001,0.1214,-0.07449658503749998,0.04179770436739132
2024_03_CHI_IND,IND,-0.12389491440277779,0.3972602739726027,0.0684931506849315,306.0,73,CHI,-0.12408947011557693,0.3942307692307692,0.028846153846153848,395.0,104,0.0086,0.0111,-0.1324949144027778,-0.13518947011557694
2024_03_DEN_TB,TB,-0.2679405115657143,0.4788732394366197,0.014084507042253521,223.0,71,DEN,0.08927311285185184,0.5679012345679012,0.04938271604938271,352.0,81,0.0043,-0.0725,-0.2722405115657143,0.16177311285185184
2024_03_DET_ARI,ARI,-0.13607810708333334,0.4722222222222222,0.027777777777777776,277.0,72,DET,-0.007335198152941177,0.5232558139534884,0.03488372093023256,373.0,86,0.0497,-0.0383,-0.18577810708333334,0.030964801847058823
2024_03_GB_TEN,TEN,-0.24747320697058825,0.4927536231884058,0.057971014492753624,237.0,69,GB,0.06248079733950618,0.4074074074074074,0.08641975308641975,378.0,81,0.0378,-0.0395,-0.2852732069705882,0.10198079733950619
2024_03_HOU_MIN,MIN,0.11993147134177215,0.4875,0.05,274.0,80,HOU,-0.26191679369767445,0.3372093023255814,0.023255813953488372,296.0,86,-0.0727,-0.0165,0.19263147134177216,-0.24541679369767444
2024_03_JAX_BUF,BUF,0.3459446034092208,0.5384615384615384,0.038461538461538464,388.0,78,JAX,-0.16261635879325842,0.42696629213483145,0.02247191011235955,239.0,89,-0.0036,0.0982,0.3495446034092208,-0.26081635879325843
2024_03_KC_ATL,ATL,-0.006316020184210537,0.4605263157894737,0.039473684210526314,311.0,76,KC,0.08574239203563218,0.5681818181818182,0.011363636363636364,345.0,88,0.0439,-0.0004,-0.050216020184210536,0.08614239203563218
2024_03_LAC_PIT,PIT,0.04870831864814813,0.4878048780487805,0.06097560975609756,346.0,82,LAC,-0.11486252522580645,0.41935483870967744,0.016129032258064516,166.0,62,-0.0251,-0.051,0.07380831864814813,-0.06386252522580646
2024_03_MIA_SEA,SEA,-0.07121960427848104,0.4125,0.025,370.0,80,MIA,-0.36596289951164557,0.3291139240506329,0.02531645569620253,205.0,79,-0.0103,-0.0025,-0.06091960427848103,-0.36346289951164557
2024_03_NE_NYJ,NYJ,0.12028971023255813,0.5232558139534884,0.046511627906976744,400.0,86,NE,-0.22021373207428568,0.421875,0.015625,139.0,64,0.0485,0.0504,0.07178971023255813,-0.2706137320742857
2024_03_NYG_CLE,CLE,-0.25166124432926834,0.43902439024390244,0.036585365853658534,219.0,82,NYG,-0.14513077142222222,0.42857142857142855,0.04395604395604396,340.0,91,-0.0112,0.0404,-0.24046124432926835,-0.1855307714222222
